会员ID,性别,会员等级,注册渠道,年龄,职业,所在城市,家庭阶段,是否付费会员
B0604,男,黑金,外卖平台导流,32,自由职业,青岛,二人世界,是
B0605,女,普通,线下扫码,38,企业职员,北京,三口之家,否
B0606,女,普通,线下扫码,33,服务业,北京,银发族,否
B0607,男,普通,外卖平台导流,41,全职主妇,郑州,多口之家,否
B0608,男,黑金,外卖平台导流,30,全职主妇,深圳,银发族,是
B0609,男,普通,社群裂变,25,互联网从业,杭州,三口之家,否
B0610,女,银卡,微信小程序,38,企业职员,上海,三口之家,否
B0611,女,银卡,社群裂变,52,全职主妇,武汉,三口之家,否
B0612,女,银卡,外卖平台导流,34,全职主妇,其他,银发族,否
B0613,男,银卡,微信小程序,34,企业职员,广州,单身青年,否
B0614,女,银卡,App自然注册,40,学生,北京,三口之家,否
B0615,女,银卡,微信小程序,26,企业职员,武汉,三口之家,否
B0616,男,银卡,外卖平台导流,36,其他,广州,三口之家,否
B0617,女,普通,地推活动,43,企业职员,杭州,三口之家,否
B0618,女,银卡,地推活动,28,服务业,上海,二人世界,否
B0619,男,普通,微信小程序,34,自由职业,杭州,多口之家,否
B0620,女,银卡,线下扫码,31,全职主妇,上海,二人世界,否
B0621,女,银卡,微信小程序,52,互联网从业,西安,单身青年,否
B0622,男,普通,微信小程序,36,全职主妇,其他,三口之家,否
B0623,男,普通,微信小程序,40,互联网从业,成都,三口之家,否
B0624,女,普通,线下扫码,37,企业职员,北京,三口之家,否
B0625,男,银卡,线下扫码,34,全职主妇,广州,三口之家,否
B0626,男,银卡,地推活动,25,互联网从业,上海,单身青年,否
B0627,男,金卡,外卖平台导流,32,企业职员,深圳,二人世界,是
B0628,女,银卡,微信小程序,32,其他,北京,多口之家,否
B0629,男,银卡,外卖平台导流,39,自由职业,广州,多口之家,否
B0630,男,黑金,微信小程序,35,服务业,重庆,三口之家,是
B0631,女,普通,App自然注册,43,自由职业,广州,多口之家,否
B0632,女,金卡,社群裂变,38,企业职员,重庆,二人世界,否
B0633,男,普通,微信小程序,45,服务业,成都,银发族,否
B0634,女,普通,微信小程序,42,其他,上海,二人世界,否
B0635,女,普通,微信小程序,40,其他,上海,多口之家,否
B0636,女,普通,微信小程序,36,学生,上海,银发族,否
B0637,女,金卡,微信小程序,37,互联网从业,深圳,二人世界,是
B0638,女,银卡,微信小程序,28,学生,青岛,三口之家,否
B0639,女,银卡,App自然注册,30,服务业,西安,三口之家,否
B0640,女,普通,外卖平台导流,47,互联网从业,成都,单身青年,否
B0641,女,普通,App自然注册,44,互联网从业,武汉,三口之家,否
B0642,女,普通,App自然注册,38,其他,上海,多口之家,否
B0643,男,普通,App自然注册,37,互联网从业,武汉,单身青年,否
B0644,女,普通,外卖平台导流,30,互联网从业,杭州,三口之家,否
B0645,男,银卡,社群裂变,34,全职主妇,深圳,单身青年,否
B0646,女,普通,线下扫码,37,企业职员,上海,三口之家,否
B0647,女,金卡,微信小程序,37,公务员,深圳,三口之家,是
B0648,男,银卡,微信小程序,35,服务业,上海,二人世界,否
B0649,女,普通,线下扫码,38,全职主妇,杭州,三口之家,否
B0650,男,银卡,外卖平台导流,34,全职主妇,广州,三口之家,否
B0651,男,黑金,社群裂变,41,全职主妇,南京,三口之家,是
B0652,男,黑金,外卖平台导流,38,企业职员,深圳,三口之家,是
B0653,女,普通,微信小程序,34,学生,南京,三口之家,否
B0654,女,普通,App自然注册,47,公务员,其他,多口之家,否
B0655,男,普通,微信小程序,48,其他,天津,二人世界,否
B0656,男,黑金,微信小程序,42,互联网从业,北京,单身青年,是
B0657,男,普通,App自然注册,42,企业职员,上海,二人世界,否
B0658,男,黑金,社群裂变,33,企业职员,广州,三口之家,是
B0659,女,普通,地推活动,40,自由职业,郑州,多口之家,否
B0660,女,银卡,社群裂变,34,服务业,北京,二人世界,否
B0661,女,银卡,微信小程序,33,服务业,上海,三口之家,否
B0662,女,普通,微信小程序,45,全职主妇,北京,多口之家,否
B0663,女,银卡,微信小程序,40,自由职业,上海,单身青年,否
B0664,女,银卡,微信小程序,30,其他,重庆,单身青年,否
B0665,女,黑金,微信小程序,47,公务员,广州,二人世界,是
B0666,女,普通,App自然注册,38,其他,北京,银发族,否
B0667,女,银卡,外卖平台导流,41,企业职员,北京,三口之家,否
B0668,男,普通,微信小程序,36,自由职业,深圳,三口之家,否
B0669,男,银卡,社群裂变,31,服务业,广州,三口之家,否
B0670,男,普通,微信小程序,44,学生,其他,银发族,否
B0671,女,普通,地推活动,52,全职主妇,深圳,三口之家,否
B0672,女,普通,App自然注册,43,公务员,上海,多口之家,否
B0673,男,普通,线下扫码,39,企业职员,杭州,三口之家,否
B0674,女,普通,微信小程序,35,互联网从业,上海,三口之家,否
B0675,女,普通,微信小程序,38,企业职员,广州,二人世界,否
B0676,女,普通,App自然注册,36,企业职员,上海,单身青年,否
B0677,女,金卡,社群裂变,32,全职主妇,北京,二人世界,是
B0678,男,银卡,微信小程序,28,企业职员,其他,单身青年,否
B0679,女,金卡,微信小程序,34,公务员,北京,单身青年,是
B0680,女,普通,社群裂变,37,企业职员,上海,三口之家,否
B0681,男,金卡,线下扫码,51,企业职员,南京,三口之家,否
B0682,女,银卡,微信小程序,43,企业职员,西安,三口之家,否
B0683,男,普通,App自然注册,31,企业职员,深圳,多口之家,否
B0684,女,银卡,微信小程序,45,服务业,上海,银发族,否
B0685,男,银卡,App自然注册,47,企业职员,武汉,三口之家,否
B0686,女,普通,微信小程序,51,服务业,北京,三口之家,否
B0687,女,金卡,线下扫码,36,学生,其他,银发族,否
B0688,男,普通,社群裂变,37,服务业,上海,三口之家,否
B0689,女,金卡,线下扫码,35,互联网从业,苏州,多口之家,是
B0690,女,黑金,微信小程序,35,互联网从业,郑州,三口之家,是
B0691,男,金卡,线下扫码,43,全职主妇,广州,银发族,是
B0692,女,银卡,App自然注册,39,企业职员,长沙,三口之家,否
B0693,女,银卡,App自然注册,35,服务业,北京,单身青年,否
B0694,男,普通,App自然注册,41,全职主妇,北京,银发族,否
B0695,男,金卡,社群裂变,25,企业职员,上海,单身青年,否
B0696,女,普通,App自然注册,42,企业职员,西安,单身青年,否
B0697,女,普通,线下扫码,32,互联网从业,其他,单身青年,否
B0698,女,银卡,线下扫码,32,企业职员,天津,三口之家,否
B0699,男,金卡,线下扫码,43,企业职员,其他,二人世界,否
B0700,女,普通,微信小程序,30,公务员,上海,三口之家,否
B0701,女,普通,地推活动,40,全职主妇,南京,银发族,否
B0702,女,普通,App自然注册,29,服务业,其他,多口之家,否
B0703,女,黑金,微信小程序,52,自由职业,广州,三口之家,是
B0704,男,普通,线下扫码,40,学生,天津,二人世界,否
B0705,男,金卡,微信小程序,43,企业职员,上海,单身青年,是
B0706,女,银卡,微信小程序,33,全职主妇,西安,三口之家,否
B0707,女,普通,App自然注册,40,互联网从业,长沙,二人世界,否
B0708,男,普通,App自然注册,45,企业职员,成都,多口之家,否
B0709,女,银卡,地推活动,26,企业职员,广州,单身青年,否
B0710,男,银卡,微信小程序,39,互联网从业,南京,银发族,否
B0711,男,金卡,App自然注册,40,全职主妇,北京,三口之家,是
B0712,女,银卡,App自然注册,36,企业职员,青岛,三口之家,否
B0713,女,黑金,App自然注册,32,学生,西安,三口之家,是
B0714,男,普通,线下扫码,30,企业职员,其他,二人世界,否
B0715,男,金卡,线下扫码,43,全职主妇,重庆,单身青年,是
B0716,男,普通,地推活动,43,企业职员,南京,二人世界,否
B0717,男,普通,社群裂变,38,公务员,上海,三口之家,否
B0718,女,普通,App自然注册,27,互联网从业,天津,三口之家,否
B0719,女,银卡,微信小程序,31,自由职业,武汉,单身青年,否
B0720,女,普通,微信小程序,39,企业职员,杭州,银发族,否
B0721,男,金卡,地推活动,47,互联网从业,深圳,多口之家,否
B0722,女,金卡,外卖平台导流,43,企业职员,成都,单身青年,否
B0723,女,银卡,线下扫码,44,全职主妇,其他,单身青年,否
B0724,男,普通,线下扫码,41,企业职员,南京,三口之家,否
B0725,女,普通,App自然注册,35,服务业,北京,三口之家,否
B0726,女,普通,社群裂变,31,全职主妇,成都,三口之家,否
B0727,男,普通,微信小程序,29,自由职业,郑州,二人世界,否
B0728,男,普通,线下扫码,39,互联网从业,上海,单身青年,否
B0729,女,普通,App自然注册,38,学生,其他,三口之家,否
B0730,女,普通,App自然注册,41,公务员,南京,多口之家,否
B0731,男,银卡,微信小程序,46,互联网从业,南京,单身青年,否
B0732,男,银卡,线下扫码,44,其他,武汉,二人世界,否
B0733,男,普通,App自然注册,40,企业职员,天津,多口之家,否
B0734,男,银卡,App自然注册,25,其他,武汉,银发族,否
B0735,男,银卡,微信小程序,32,服务业,长沙,三口之家,否
B0736,女,普通,线下扫码,28,企业职员,深圳,多口之家,否
B0737,男,普通,线下扫码,49,互联网从业,天津,多口之家,否
B0738,女,银卡,App自然注册,29,学生,苏州,三口之家,否
B0739,女,银卡,线下扫码,32,全职主妇,西安,单身青年,否
B0740,男,普通,App自然注册,30,企业职员,其他,单身青年,否
B0741,男,普通,地推活动,46,公务员,成都,多口之家,否
B0742,女,银卡,微信小程序,50,服务业,上海,三口之家,否
B0743,男,黑金,微信小程序,34,全职主妇,深圳,三口之家,是
B0744,女,银卡,地推活动,41,企业职员,苏州,多口之家,否
B0745,男,普通,微信小程序,46,互联网从业,武汉,银发族,否
B0746,男,普通,社群裂变,30,互联网从业,深圳,银发族,否
B0747,女,普通,App自然注册,49,全职主妇,广州,二人世界,否
B0748,女,普通,社群裂变,27,公务员,杭州,二人世界,否
B0749,女,普通,外卖平台导流,34,公务员,北京,多口之家,否
B0750,女,普通,线下扫码,29,企业职员,苏州,多口之家,否
B0751,女,银卡,线下扫码,38,企业职员,上海,三口之家,否
B0752,女,银卡,微信小程序,28,自由职业,长沙,三口之家,否
B0753,女,银卡,App自然注册,52,学生,天津,二人世界,否
B0754,女,普通,社群裂变,40,企业职员,上海,三口之家,否
B0755,男,普通,微信小程序,33,互联网从业,上海,单身青年,否
B0756,女,银卡,线下扫码,33,企业职员,上海,银发族,否
B0757,男,金卡,线下扫码,45,企业职员,西安,三口之家,是
B0758,女,普通,微信小程序,42,服务业,上海,三口之家,否
B0759,女,金卡,社群裂变,50,全职主妇,其他,二人世界,是
B0760,女,普通,App自然注册,34,学生,上海,二人世界,否
B0761,男,普通,App自然注册,37,企业职员,其他,银发族,否
B0762,女,金卡,App自然注册,40,全职主妇,广州,多口之家,是
B0763,男,普通,外卖平台导流,41,全职主妇,杭州,三口之家,否
B0764,男,金卡,微信小程序,44,企业职员,青岛,银发族,是
B0765,女,金卡,社群裂变,49,互联网从业,长沙,单身青年,是
B0766,男,普通,线下扫码,35,企业职员,北京,三口之家,否
B0767,男,普通,线下扫码,43,互联网从业,重庆,二人世界,否
B0768,男,普通,线下扫码,34,全职主妇,上海,多口之家,否
B0769,男,金卡,App自然注册,39,企业职员,重庆,多口之家,是
B0770,男,普通,微信小程序,43,企业职员,深圳,二人世界,否
B0771,男,普通,微信小程序,28,学生,其他,三口之家,否
B0772,男,普通,线下扫码,35,其他,南京,单身青年,否
B0773,男,金卡,微信小程序,38,互联网从业,广州,二人世界,否
B0774,女,普通,社群裂变,45,企业职员,深圳,三口之家,否
B0775,女,银卡,App自然注册,31,企业职员,深圳,多口之家,否
B0776,男,普通,社群裂变,49,学生,成都,银发族,否
B0777,男,普通,微信小程序,40,服务业,青岛,单身青年,否
B0778,男,银卡,App自然注册,32,全职主妇,广州,单身青年,否
B0779,女,普通,微信小程序,46,其他,西安,三口之家,否
B0780,女,金卡,微信小程序,38,企业职员,长沙,单身青年,否
B0781,男,普通,微信小程序,40,学生,上海,二人世界,否
B0782,女,普通,线下扫码,33,企业职员,杭州,银发族,否
B0783,女,银卡,微信小程序,41,其他,西安,单身青年,否
B0784,女,普通,App自然注册,41,全职主妇,南京,三口之家,否
B0785,男,普通,线下扫码,31,互联网从业,北京,三口之家,否
B0786,女,普通,线下扫码,39,其他,武汉,单身青年,否
B0787,女,普通,地推活动,42,互联网从业,苏州,二人世界,否
B0788,男,金卡,地推活动,39,企业职员,上海,银发族,是
B0789,男,银卡,外卖平台导流,36,学生,长沙,三口之家,否
B0790,男,普通,线下扫码,39,企业职员,深圳,三口之家,否
B0791,女,普通,社群裂变,45,全职主妇,苏州,单身青年,否
B0792,男,普通,App自然注册,33,互联网从业,武汉,多口之家,否
B0793,女,银卡,微信小程序,32,全职主妇,重庆,单身青年,否
B0794,女,银卡,App自然注册,44,服务业,其他,二人世界,否
B0795,女,金卡,微信小程序,25,服务业,杭州,多口之家,是
B0796,女,普通,外卖平台导流,45,互联网从业,郑州,单身青年,否
B0797,男,黑金,App自然注册,33,全职主妇,武汉,三口之家,是
B0798,男,普通,微信小程序,40,服务业,上海,多口之家,否
B0799,男,银卡,App自然注册,39,服务业,北京,银发族,否
B0800,女,银卡,外卖平台导流,43,互联网从业,西安,三口之家,否
B0801,女,普通,社群裂变,30,全职主妇,南京,三口之家,否
B0802,女,金卡,微信小程序,50,服务业,西安,多口之家,否
B0803,男,金卡,微信小程序,46,自由职业,郑州,单身青年,是
B0804,男,普通,地推活动,50,服务业,其他,单身青年,否
B0805,男,普通,线下扫码,51,全职主妇,郑州,三口之家,否
B0806,男,普通,线下扫码,35,企业职员,北京,二人世界,否
B0807,男,银卡,地推活动,40,服务业,其他,多口之家,否
B0808,女,普通,微信小程序,33,企业职员,长沙,三口之家,否
B0809,男,银卡,社群裂变,52,服务业,上海,二人世界,否
B0810,女,普通,外卖平台导流,35,企业职员,上海,多口之家,否
B0811,男,金卡,地推活动,44,全职主妇,上海,三口之家,否
B0812,女,黑金,App自然注册,33,互联网从业,武汉,三口之家,是
