订单ID,关联事件ID,会员ID,商品ID,门店ID,订单日期,订单金额_元,商品成本_元,毛利_元,促销ID,订单渠道,购买数量,配送时长_分钟,履约时长_分钟
O002473,E0030695,C8401,S056,3,2023-02-20,9.9,16.8,-6.9,P06,App到家,1,53,45
O002474,E0030702,B1443,S013,33,2023-02-20,38.28,25.2,13.08,P01,门店堂食,2,20,17
O002475,E0030726,C2969,S093,18,2023-02-20,15.42,8.64,6.78,P01,App到家,1,28,28
O002476,E0030728,C1990,S005,8,2023-02-20,9.9,1.89,8.01,P01,第三方外卖,1,12,10
O002477,E0030737,C7503,S062,2,2023-02-20,98.13,55.62,42.51,P03,门店堂食,3,13,10
O002478,E0030747,B4055,S043,29,2023-02-20,39.42,24.2,15.22,P08,门店自提,1,19,15
O002479,E0030753,B2251,S051,35,2023-02-20,14.98,8.35,6.63,P04,小程序到家,1,15,13
O002480,E0030756,C9675,S005,6,2023-02-20,9.9,3.78,6.12,P01,App到家,2,47,31
O002481,E0030772,C6565,S043,3,2023-02-20,39.47,24.2,15.27,P03,小程序到家,1,12,12
O002482,E0030787,C5132,S010,21,2023-02-20,9.9,5.67,4.23,P01,第三方外卖,1,12,10
O002483,E0030789,B1433,S001,17,2023-02-20,9.9,4.54,5.36,P05,小程序到家,1,24,27
O002484,E0030801,B2181,S068,3,2023-02-20,12.56,7.15,5.41,P01,App到家,1,19,15
O002485,E0030825,A570,S028,10,2023-02-20,28.26,18.82,9.44,P01,小程序到家,1,39,23
O002486,E0030851,A454,S045,4,2023-02-20,71.78,44.0,27.78,P01,App到家,2,15,11
O002487,E0030859,C1317,S070,1,2023-02-20,21.82,13.08,8.74,P01,App到家,1,67,41
O002488,E0030861,C0090,S054,27,2023-02-20,41.82,28.08,13.74,P08,小程序到家,1,55,31
O002489,E0030878,B1769,S042,3,2023-02-20,15.34,8.93,6.41,P05,门店自提,1,27,23
O002490,E0030880,B3585,S078,12,2023-02-20,17.59,9.79,7.8,P02,小程序到家,1,19,18
O002491,E0030896,C2432,S017,21,2023-02-20,28.6,16.35,12.25,P05,App到家,2,31,26
O002492,E0030940,C3412,S100,35,2023-02-20,32.61,20.17,12.44,P01,小程序到家,1,22,20
O002493,E0030956,C6975,S099,36,2023-02-20,24.78,12.48,12.3,P08,小程序到家,2,17,16
O002494,E0030957,A491,S075,33,2023-02-20,105.0,67.65,37.35,P06,门店堂食,3,36,25
O002495,E0030980,C3156,S054,36,2023-02-21,42.69,28.08,14.61,P02,门店自提,1,16,12
O002496,E0031016,B4021,S017,31,2023-02-21,28.74,16.35,12.39,P01,App到家,2,30,24
O002497,E0031039,B0936,S079,38,2023-02-21,14.72,7.17,7.55,P03,小程序到家,2,19,10
O002498,E0031057,B1967,S087,32,2023-02-21,24.58,15.6,8.98,P01,第三方外卖,1,27,22
O002499,E0031064,A508,S015,19,2023-02-21,64.77,46.36,18.41,P01,App到家,1,65,50
O002500,E0031104,B3138,S076,17,2023-02-21,50.25,27.54,22.71,P01,App到家,3,13,16
O002501,E0031126,B2958,S028,3,2023-02-21,28.36,18.82,9.54,P04,门店自提,1,16,17
O002502,E0031131,A343,S061,6,2023-02-21,27.53,17.0,10.53,P03,小程序到家,1,55,48
O002503,E0031147,B2795,S090,10,2023-02-21,26.68,15.81,10.87,P03,门店自提,1,62,34
O002504,E0031149,B1533,S071,22,2023-02-21,26.79,17.49,9.3,P03,App到家,1,44,39
O002505,E0031160,C5647,S027,10,2023-02-21,32.44,22.42,10.02,P04,小程序到家,1,19,11
O002506,E0031172,C7339,S089,39,2023-02-21,42.08,26.16,15.92,P01,小程序到家,2,19,10
O002507,E0031185,B2369,S024,12,2023-02-21,18.21,11.66,6.55,P03,小程序到家,1,52,28
O002508,E0031188,C3579,S065,39,2023-02-21,15.22,8.24,6.98,P04,小程序到家,1,42,34
O002509,E0031192,C2881,S094,3,2023-02-21,19.72,11.77,7.95,P01,门店堂食,1,19,15
O002510,E0031217,B1674,S057,24,2023-02-21,24.6,14.04,10.56,P02,App到家,1,20,18
O002511,E0031233,C2054,S008,14,2023-02-21,22.65,11.97,10.68,P02,App到家,3,17,15
O002512,E0031235,C4242,S080,6,2023-02-21,44.46,27.75,16.71,P04,第三方外卖,2,25,22
O002513,E0031241,B2234,S057,7,2023-02-21,24.06,14.04,10.02,P02,门店堂食,1,15,15
O002514,E0031254,C2777,S036,4,2023-02-21,28.91,18.38,10.53,P01,门店堂食,1,25,18
O002515,E0031289,B3029,S091,26,2023-02-21,9.9,3.52,6.38,P01,App到家,1,16,14
O002516,E0031307,C8401,S028,4,2023-02-21,27.01,18.82,8.19,P02,App到家,1,39,36
O002517,E0031319,B0332,S018,30,2023-02-21,18.05,10.3,7.75,P04,第三方外卖,1,22,24
O002518,E0031339,A493,S004,25,2023-02-21,9.9,2.65,7.25,P01,门店自提,1,14,10
O002519,E0031341,C9610,S018,12,2023-02-21,36.46,20.61,15.85,P02,小程序到家,2,23,16
O002520,E0031352,B3104,S025,16,2023-02-21,19.04,12.08,6.96,P02,小程序到家,1,14,15
O002521,E0031357,B1974,S055,32,2023-02-21,27.7,16.59,11.11,P03,门店自提,1,18,18
O002522,E0031378,C8395,S070,14,2023-02-21,21.76,13.08,8.68,P05,第三方外卖,1,42,32
O002523,E0031405,C2718,S011,36,2023-02-21,15.39,9.44,5.95,P03,App到家,1,30,23
O002524,E0031406,C3295,S072,26,2023-02-21,9.9,11.86,-1.96,P06,小程序到家,1,15,15
O002525,E0031414,B0549,S008,21,2023-02-21,9.9,3.99,5.91,P01,小程序到家,1,34,36
O002526,E0031430,C2887,S005,4,2023-02-21,9.9,3.78,6.12,P04,小程序到家,2,24,20
O002527,E0031446,C8522,S069,29,2023-02-21,28.58,17.4,11.18,P01,小程序到家,1,74,53
O002528,E0031457,C6526,S076,8,2023-02-21,31.28,18.36,12.92,P03,App到家,2,49,35
O002529,E0031467,C1203,S074,20,2023-02-21,18.1,10.36,7.74,P03,门店自提,1,30,16
O002530,E0031476,C9461,S023,13,2023-02-21,22.38,14.45,7.93,P08,第三方外卖,1,40,29
O002531,E0031482,C2182,S037,1,2023-02-21,49.73,29.12,20.61,P01,门店自提,1,24,22
O002532,E0031493,B0841,S083,8,2023-02-21,9.9,5.2,4.7,P03,第三方外卖,1,36,32
O002533,E0031496,B0833,S027,21,2023-02-21,63.64,44.85,18.79,P01,第三方外卖,2,46,23
O002534,E0031504,C3825,S043,16,2023-02-21,38.89,24.2,14.69,P04,第三方外卖,1,20,11
O002535,E0031526,B1750,S075,37,2023-02-21,36.89,22.55,14.34,P01,小程序到家,1,74,42
O002536,E0031548,C9300,S064,24,2023-02-21,18.01,9.88,8.13,P04,小程序到家,1,19,21
O002537,E0031579,B0497,S012,27,2023-02-22,86.8,61.36,25.44,P05,App到家,1,59,46
O002538,E0031594,C1597,S025,37,2023-02-22,19.61,12.08,7.53,P02,小程序到家,1,19,16
O002539,E0031598,C3327,S095,16,2023-02-22,22.76,18.4,4.36,P07,小程序到家,1,15,17
O002540,E0031612,B1243,S055,6,2023-02-22,28.0,16.59,11.41,P05,门店自提,1,19,10
O002541,E0031637,A580,S045,29,2023-02-22,33.41,22.0,11.41,P01,第三方外卖,1,21,20
O002542,E0031644,C7777,S075,12,2023-02-22,109.02,67.65,41.37,P02,App到家,3,20,17
O002543,E0031660,A578,S084,18,2023-02-22,33.94,20.8,13.14,P03,门店自提,1,19,11
O002544,E0031661,B3660,S068,4,2023-02-22,12.28,7.15,5.13,P02,门店自提,1,30,27
O002545,E0031672,C7830,S036,20,2023-02-22,28.7,18.38,10.32,P05,App到家,1,16,13
O002546,E0031687,C1295,S044,36,2023-02-22,28.47,17.99,10.48,P04,小程序到家,1,27,19
O002547,E0031716,B2826,S090,7,2023-02-22,23.98,15.81,8.17,P02,第三方外卖,1,54,45
O002548,E0031722,C5153,S006,38,2023-02-22,12.32,6.96,5.36,P01,App到家,1,26,18
O002549,E0031749,C0113,S092,5,2023-02-22,9.9,2.33,7.57,P01,小程序到家,1,26,20
O002550,E0031755,C9059,S073,20,2023-02-22,47.4,28.51,18.89,P04,App到家,3,16,12
O002551,E0031761,B3373,S055,40,2023-02-22,27.72,16.59,11.13,P01,App到家,1,30,28
O002552,E0031767,C8553,S006,8,2023-02-22,12.55,6.96,5.59,P08,App到家,1,25,27
O002553,E0031785,B3682,S022,7,2023-02-22,45.73,30.24,15.49,P01,门店堂食,1,12,15
O002554,E0031794,C4472,S058,9,2023-02-22,38.12,23.76,14.36,P02,App到家,2,61,39
O002555,E0031802,B3728,S020,33,2023-02-22,34.58,23.54,11.04,P03,小程序到家,1,14,14
O002556,E0031803,C5137,S095,37,2023-02-22,27.59,18.4,9.19,P01,门店自提,1,24,17
O002557,E0031810,B2590,S024,38,2023-02-22,54.3,34.99,19.31,P04,小程序到家,3,21,12
O002558,E0031816,C5202,S083,8,2023-02-22,9.9,5.2,4.7,P03,小程序到家,1,22,18
O002559,E0031843,B2816,S100,8,2023-02-22,32.57,20.17,12.4,P03,第三方外卖,1,24,18
O002560,E0031862,C4251,S061,19,2023-02-22,57.82,33.99,23.83,P03,门店自提,2,22,21
O002561,E0031873,A493,S097,24,2023-02-22,20.41,14.56,5.85,P07,App到家,1,25,19
O002562,E0031892,B3139,S089,35,2023-02-22,63.15,39.24,23.91,P01,门店自提,3,14,10
O002563,E0031906,C5075,S025,35,2023-02-22,19.86,12.08,7.78,P01,App到家,1,30,20
O002564,E0031928,B2249,S083,14,2023-02-22,9.9,5.2,4.7,P03,App到家,1,20,12
O002565,E0031930,B0399,S017,19,2023-02-22,14.41,8.18,6.23,P01,第三方外卖,1,34,26
O002566,E0031932,C7931,S068,15,2023-02-22,12.88,7.15,5.73,P01,App到家,1,20,14
O002567,E0031938,B1602,S012,14,2023-02-22,83.81,61.36,22.45,P03,小程序到家,1,30,16
O002568,E0031943,B2153,S041,12,2023-02-22,12.26,7.07,5.19,P01,App到家,1,19,15
O002569,E0031970,C9700,S033,25,2023-02-22,65.16,41.73,23.43,P04,小程序到家,3,24,16
O002570,E0031971,C0237,S041,23,2023-02-22,25.48,14.14,11.34,P01,第三方外卖,2,42,39
O002571,E0031972,C4193,S069,9,2023-02-22,28.94,17.4,11.54,P03,门店自提,1,26,21
O002572,E0031981,B3766,S038,39,2023-02-22,69.22,49.44,19.78,P02,门店自提,1,22,21
O002573,E0031998,B3257,S040,36,2023-02-22,18.23,10.3,7.93,P04,App到家,1,13,10
O002574,E0032000,C9424,S010,36,2023-02-22,9.9,5.67,4.23,P06,小程序到家,1,16,15
O002575,E0032005,A104,S097,8,2023-02-22,25.71,14.56,11.15,P05,小程序到家,1,21,25
O002576,E0032012,C0407,S054,16,2023-02-22,20.81,28.08,-7.27,P06,小程序到家,1,24,16
O002577,E0032029,C6267,S047,1,2023-02-22,9.9,5.89,4.01,P07,第三方外卖,1,40,36
O002578,E0032033,C1401,S008,1,2023-02-22,9.9,3.99,5.91,P05,小程序到家,1,50,40
O002579,E0032041,C6505,S044,21,2023-02-22,9.9,17.99,-8.09,P06,小程序到家,1,28,25
O002580,E0032111,A565,S086,33,2023-02-22,57.68,36.48,21.2,P02,App到家,2,55,33
O002581,E0032136,B1049,S068,37,2023-02-22,25.54,14.3,11.24,P01,App到家,2,14,12
O002582,E0032138,B3476,S025,1,2023-02-22,37.88,24.15,13.73,P02,App到家,2,36,26
O002583,E0032144,B0455,S015,7,2023-02-22,65.83,46.36,19.47,P05,门店堂食,1,17,18
O002584,E0032150,B0849,S030,7,2023-02-22,42.09,32.49,9.6,P02,App到家,1,22,19
O002585,E0032159,C6721,S096,18,2023-02-22,29.3,15.4,13.9,P01,App到家,2,21,20
O002586,E0032160,A279,S015,27,2023-02-22,51.85,46.36,5.49,P07,小程序到家,1,13,15
O002587,E0032179,C9555,S013,3,2023-02-23,19.28,12.6,6.68,P02,App到家,1,15,10
O002588,E0032198,B2923,S041,13,2023-02-23,25.48,14.14,11.34,P02,小程序到家,2,20,15
O002589,E0032199,B2582,S023,11,2023-02-23,45.64,28.89,16.75,P06,门店堂食,2,29,16
O002590,E0032203,B4059,S062,26,2023-02-23,63.36,37.08,26.28,P02,门店自提,2,13,10
O002591,E0032214,B2655,S044,38,2023-02-23,59.44,35.97,23.47,P01,App到家,2,28,27
O002592,E0032216,C2110,S021,12,2023-02-23,32.64,21.73,10.91,P05,App到家,1,40,31
O002593,E0032218,C6308,S020,3,2023-02-23,35.33,23.54,11.79,P01,门店自提,1,27,19
O002594,E0032256,B0397,S056,16,2023-02-23,28.58,16.8,11.78,P05,第三方外卖,1,26,15
O002595,E0032273,B1358,S011,13,2023-02-23,15.48,9.44,6.04,P04,App到家,1,14,10
O002596,E0032275,C1733,S069,12,2023-02-23,86.79,52.2,34.59,P05,小程序到家,3,52,32
O002597,E0032299,C5047,S089,4,2023-02-23,42.86,26.16,16.7,P01,App到家,2,14,12
O002598,E0032322,C9537,S062,13,2023-02-23,31.81,18.54,13.27,P01,小程序到家,1,18,17
O002599,E0032326,B0022,S036,3,2023-02-23,58.12,36.75,21.37,P03,小程序到家,2,55,37
O002600,E0032337,C7227,S079,5,2023-02-23,9.9,3.58,6.32,P04,第三方外卖,1,41,34
O002601,E0032339,B1502,S009,6,2023-02-23,9.9,4.29,5.61,P02,小程序到家,1,21,20
O002602,E0032365,C6076,S063,4,2023-02-23,29.73,28.84,0.89,P06,App到家,1,24,11
O002603,E0032368,C4421,S094,2,2023-02-23,19.53,11.77,7.76,P02,小程序到家,1,16,11
O002604,E0032369,C3637,S079,3,2023-02-23,9.9,3.58,6.32,P03,小程序到家,1,42,31
O002605,E0032386,B3202,S029,5,2023-02-23,116.67,83.52,33.15,P01,App到家,3,27,23
O002606,E0032424,B3902,S002,36,2023-02-23,9.9,3.3,6.6,P06,门店自提,1,29,21
O002607,E0032433,A574,S043,20,2023-02-23,35.7,24.2,11.5,P02,第三方外卖,1,41,42
O002608,E0032435,B1891,S014,20,2023-02-23,16.63,10.38,6.25,P01,小程序到家,1,28,25
O002609,E0032445,C9359,S094,14,2023-02-23,15.32,11.77,3.55,P07,App到家,1,29,24
O002610,E0032450,C6478,S023,33,2023-02-23,43.82,28.89,14.93,P05,小程序到家,2,30,25
O002611,E0032457,B1879,S010,23,2023-02-23,9.9,5.67,4.23,P06,App到家,1,41,27
O002612,E0032462,C2703,S068,40,2023-02-23,12.34,7.15,5.19,P03,小程序到家,1,25,19
O002613,E0032484,C0828,S070,8,2023-02-23,9.9,13.08,-3.18,P06,第三方外卖,1,13,11
O002614,E0032520,C5725,S045,32,2023-02-23,70.34,44.0,26.34,P05,小程序到家,2,24,16
O002615,E0032539,C1071,S099,2,2023-02-23,12.78,6.24,6.54,P03,App到家,1,25,17
O002616,E0032541,C6769,S089,3,2023-02-23,21.21,13.08,8.13,P01,小程序到家,1,16,18
O002617,E0032542,C4096,S059,39,2023-02-23,65.7,37.44,28.26,P05,App到家,2,12,14
O002618,E0032545,C8869,S026,3,2023-02-23,19.68,14.84,4.84,P07,App到家,1,35,34
O002619,E0032554,C6763,S090,25,2023-02-23,20.87,15.81,5.06,P07,App到家,1,65,56
O002620,E0032568,C6620,S049,20,2023-02-23,44.14,23.94,20.2,P02,App到家,2,51,43
O002621,E0032569,B3883,S034,22,2023-02-23,18.47,11.45,7.02,P01,小程序到家,1,52,37
O002622,E0032576,C5970,S015,1,2023-02-23,65.39,46.36,19.03,P01,小程序到家,1,52,29
O002623,E0032582,B3317,S002,5,2023-02-23,9.9,3.3,6.6,P05,第三方外卖,1,13,10
O002624,E0032598,B0372,S007,1,2023-02-23,9.9,2.53,7.37,P02,门店自提,1,53,39
O002625,E0032604,A450,S048,30,2023-02-23,18.08,8.96,9.12,P01,第三方外卖,1,26,19
O002626,E0032610,C9520,S055,37,2023-02-23,9.9,16.59,-6.69,P06,App到家,1,27,20
O002627,E0032639,C0514,S045,3,2023-02-23,70.18,44.0,26.18,P02,第三方外卖,2,65,54
O002628,E0032649,C5438,S003,21,2023-02-23,9.9,5.38,4.52,P04,门店堂食,1,13,14
O002629,E0032691,C0202,S092,11,2023-02-23,9.9,2.33,7.57,P01,小程序到家,1,16,12
O002630,E0032692,B2580,S090,37,2023-02-23,26.06,15.81,10.25,P04,App到家,1,23,23
O002631,E0032705,C6738,S008,25,2023-02-23,9.9,3.99,5.91,P03,App到家,1,17,18
O002632,E0032713,B1632,S016,40,2023-02-23,12.8,7.34,5.46,P03,第三方外卖,1,22,16
O002633,E0032720,C6951,S031,19,2023-02-23,56.49,38.5,17.99,P01,App到家,1,61,52
O002634,E0032752,B3435,S005,36,2023-02-23,9.9,3.78,6.12,P02,第三方外卖,2,16,19
O002635,E0032763,A559,S005,39,2023-02-24,9.9,3.78,6.12,P01,小程序到家,2,22,19
O002636,E0032768,C0651,S018,20,2023-02-24,18.4,10.3,8.1,P05,门店自提,1,18,11
O002637,E0032782,C8975,S074,20,2023-02-24,18.59,10.36,8.23,P08,App到家,1,13,10
O002638,E0032783,C8547,S025,10,2023-02-24,58.53,36.23,22.3,P03,门店堂食,3,18,14
O002639,E0032824,A403,S035,14,2023-02-24,14.63,9.5,5.13,P04,小程序到家,1,51,32
O002640,E0032860,C6271,S046,7,2023-02-24,32.02,19.44,12.58,P02,小程序到家,1,25,17
O002641,E0032878,C2404,S070,32,2023-02-24,43.64,26.16,17.48,P03,门店自提,2,16,10
O002642,E0032882,B0054,S058,37,2023-02-24,19.84,11.88,7.96,P04,App到家,1,17,16
O002643,E0032893,A297,S008,8,2023-02-24,9.9,3.99,5.91,P05,App到家,1,14,17
O002644,E0032949,C7876,S017,16,2023-02-24,14.35,8.18,6.17,P04,App到家,1,47,40
O002645,E0032954,C4352,S074,27,2023-02-24,9.9,10.36,-0.46,P06,门店堂食,1,14,14
O002646,E0032955,C9332,S091,5,2023-02-24,9.9,3.52,6.38,P01,App到家,1,48,30
O002647,E0032967,C8475,S094,17,2023-02-24,18.97,11.77,7.2,P02,小程序到家,1,47,31
O002648,E0032975,C6526,S078,1,2023-02-24,9.9,9.79,0.11,P06,门店自提,1,74,42
O002649,E0033003,B3572,S029,14,2023-02-24,38.12,27.84,10.28,P01,门店自提,1,26,22
O002650,E0033006,B3464,S016,34,2023-02-24,12.83,7.34,5.49,P02,小程序到家,1,71,52
O002651,E0033007,B2170,S009,32,2023-02-24,9.9,4.29,5.61,P03,小程序到家,1,34,24
O002652,E0033011,C3309,S088,22,2023-02-24,16.22,9.63,6.59,P04,门店自提,1,12,10
O002653,E0033042,C2737,S033,9,2023-02-24,22.47,13.91,8.56,P03,门店自提,1,29,21
O002654,E0033050,C6722,S084,21,2023-02-24,34.45,20.8,13.65,P03,门店自提,1,30,20
O002655,E0033069,B3279,S028,38,2023-02-24,28.59,18.82,9.77,P04,门店自提,1,14,12
O002656,E0033078,B0567,S021,2,2023-02-24,31.93,21.73,10.2,P02,小程序到家,1,57,50
O002657,E0033079,B0209,S025,14,2023-02-24,19.01,12.08,6.93,P01,门店堂食,1,26,27
O002658,E0033089,C7081,S025,3,2023-02-24,19.33,12.08,7.25,P03,门店自提,1,22,13
O002659,E0033095,B3872,S034,40,2023-02-24,18.21,11.45,6.76,P01,第三方外卖,1,28,23
O002660,E0033099,C4852,S053,37,2023-02-24,44.38,30.24,14.14,P01,第三方外卖,1,20,15
O002661,E0033125,B0264,S085,40,2023-02-24,24.32,13.39,10.93,P04,门店自提,2,13,11
O002662,E0033136,B3122,S096,29,2023-02-24,14.3,7.7,6.6,P01,小程序到家,1,20,15
O002663,E0033151,C4521,S002,5,2023-02-24,9.9,3.3,6.6,P01,小程序到家,1,13,13
O002664,E0033161,C2177,S053,14,2023-02-24,120.33,90.72,29.61,P03,App到家,3,26,22
O002665,E0033171,B1208,S014,30,2023-02-24,32.96,20.77,12.19,P01,App到家,2,18,19
O002666,E0033185,B0466,S072,3,2023-02-24,18.21,11.86,6.35,P03,第三方外卖,1,45,31
O002667,E0033203,C9312,S067,10,2023-02-24,9.9,2.1,7.8,P04,小程序到家,1,64,56
O002668,E0033216,C0923,S041,33,2023-02-24,9.9,7.07,2.83,P06,小程序到家,1,26,19
O002669,E0033219,C1423,S081,5,2023-02-24,14.76,7.8,6.96,P03,小程序到家,1,25,22
O002670,E0033224,C2617,S025,5,2023-02-24,19.25,12.08,7.17,P01,门店堂食,1,13,10
O002671,E0033232,C5339,S092,36,2023-02-24,9.9,2.33,7.57,P04,App到家,1,23,18
O002672,E0033251,C9566,S064,10,2023-02-24,53.97,29.64,24.33,P02,第三方外卖,3,28,23
O002673,E0033278,C2601,S076,23,2023-02-24,33.04,18.36,14.68,P01,门店自提,2,25,23
O002674,E0033285,C3785,S067,25,2023-02-24,9.9,2.1,7.8,P01,第三方外卖,1,12,10
O002675,E0033308,C0722,S014,29,2023-02-24,16.33,10.38,5.95,P01,门店自提,1,21,16
O002676,E0033313,A549,S043,32,2023-02-24,78.98,48.4,30.58,P01,小程序到家,2,20,18
O002677,E0033317,B0333,S056,6,2023-02-24,28.66,16.8,11.86,P05,第三方外卖,1,12,11
O002678,E0033331,B2054,S058,20,2023-02-24,38.98,23.76,15.22,P01,门店自提,2,13,10
O002679,E0033356,C8809,S094,2,2023-02-25,9.9,11.77,-1.87,P06,小程序到家,1,66,50
O002680,E0033358,B3496,S012,37,2023-02-25,176.8,122.72,54.08,P04,第三方外卖,2,24,21
O002681,E0033371,B0362,S039,19,2023-02-25,10.2,6.76,3.44,P07,门店自提,1,24,21
O002682,E0033387,B0173,S060,27,2023-02-25,65.45,39.9,25.55,P02,小程序到家,1,37,38
O002683,E0033424,C6406,S100,28,2023-02-25,63.26,40.33,22.93,P01,App到家,2,22,14
O002684,E0033426,B3507,S033,5,2023-02-25,21.69,13.91,7.78,P03,小程序到家,1,19,10
O002685,E0033429,C4679,S048,10,2023-02-25,18.55,8.96,9.59,P03,门店自提,1,16,10
O002686,E0033464,C3296,S059,17,2023-02-25,31.84,18.72,13.12,P02,第三方外卖,1,68,38
O002687,E0033469,B2250,S044,14,2023-02-25,59.1,35.97,23.13,P02,App到家,2,14,10
O002688,E0033472,C7290,S014,32,2023-02-25,13.18,10.38,2.8,P07,小程序到家,1,26,26
O002689,E0033484,C9440,S015,39,2023-02-25,134.66,92.72,41.94,P01,App到家,2,18,20
O002690,E0033527,B0860,S033,6,2023-02-25,20.7,13.91,6.79,P02,小程序到家,1,25,23
O002691,E0033542,B3959,S019,10,2023-02-25,28.71,19.61,9.1,P05,小程序到家,1,60,53
O002692,E0033550,B2950,S028,6,2023-02-25,57.76,37.63,20.13,P08,App到家,2,16,11
O002693,E0033564,C4071,S013,34,2023-02-25,19.35,12.6,6.75,P08,门店自提,1,20,18
O002694,E0033570,C9252,S029,26,2023-02-25,39.51,27.84,11.67,P04,门店堂食,1,41,27
O002695,E0033573,A342,S070,26,2023-02-25,21.2,13.08,8.12,P01,App到家,1,55,35
O002696,E0033591,C6646,S027,13,2023-02-25,63.68,44.85,18.83,P01,App到家,2,24,19
O002697,E0033594,C0444,S001,16,2023-02-25,9.9,4.54,5.36,P02,App到家,1,49,28
O002698,E0033598,C9739,S098,26,2023-02-25,19.38,10.3,9.08,P04,小程序到家,1,25,21
O002699,E0033606,B1260,S065,38,2023-02-25,15.61,8.24,7.37,P06,App到家,1,24,20
O002700,E0033656,C9215,S053,22,2023-02-25,44.48,30.24,14.24,P01,App到家,1,32,30
O002701,E0033666,C5287,S009,7,2023-02-25,9.9,4.29,5.61,P02,App到家,1,24,16
O002702,E0033674,C4714,S024,17,2023-02-25,18.16,11.66,6.5,P01,门店堂食,1,22,16
O002703,E0033678,C5426,S021,5,2023-02-25,32.04,21.73,10.31,P08,小程序到家,1,28,19
O002704,E0033691,B3412,S002,23,2023-02-25,19.11,9.9,9.21,P01,门店堂食,3,26,26
O002705,E0033726,C2402,S010,27,2023-02-25,9.9,5.67,4.23,P07,App到家,1,12,17
O002706,E0033746,C3645,S015,38,2023-02-25,67.15,46.36,20.79,P01,门店自提,1,12,10
O002707,E0033769,C3606,S090,1,2023-02-25,25.84,15.81,10.03,P03,App到家,1,34,20
O002708,E0033802,C8557,S009,3,2023-02-25,9.9,4.29,5.61,P03,门店自提,1,26,15
O002709,E0033815,C8132,S022,22,2023-02-25,87.32,60.48,26.84,P05,门店自提,2,24,22
O002710,E0033845,C0377,S027,23,2023-02-25,32.73,22.42,10.31,P01,小程序到家,1,15,12
O002711,E0033849,C2558,S067,16,2023-02-25,9.9,2.1,7.8,P05,App到家,1,35,27
O002712,E0033871,C1821,S046,27,2023-02-25,64.02,38.88,25.14,P02,门店自提,2,24,10
O002713,E0033882,B2939,S099,8,2023-02-25,25.72,12.48,13.24,P01,第三方外卖,2,15,19
O002714,E0033887,C5699,S094,15,2023-02-25,19.14,11.77,7.37,P01,小程序到家,1,20,17
O002715,E0033899,B1469,S086,2,2023-02-25,89.49,54.72,34.77,P04,App到家,3,60,32
O002716,E0033903,B1950,S096,21,2023-02-25,29.18,15.4,13.78,P01,第三方外卖,2,14,17
O002717,E0033914,C7008,S067,21,2023-02-25,9.9,2.1,7.8,P01,门店自提,1,27,20
O002718,E0033962,C6568,S091,18,2023-02-25,13.74,7.04,6.7,P03,门店自提,2,42,29
O002719,E0033966,C1496,S062,30,2023-02-25,31.71,18.54,13.17,P01,小程序到家,1,12,11
O002720,E0033970,C3642,S061,14,2023-02-25,28.78,17.0,11.78,P01,小程序到家,1,13,11
O002721,E0033984,B3668,S100,26,2023-02-25,64.36,40.33,24.03,P04,门店堂食,2,30,17
O002722,E0033994,B0314,S060,31,2023-02-25,67.43,39.9,27.53,P01,小程序到家,1,43,31
O002723,E0033996,C2937,S011,35,2023-02-25,15.18,9.44,5.74,P02,小程序到家,1,26,27
O002724,E0034002,C1666,S049,32,2023-02-25,21.89,11.97,9.92,P01,App到家,1,17,15
O002725,E0034008,C3454,S003,20,2023-02-25,9.9,10.75,-0.85,P06,小程序到家,2,17,13
O002726,E0034023,C3338,S046,11,2023-02-25,32.4,19.44,12.96,P01,小程序到家,1,51,38
O002727,E0034044,C3717,S084,9,2023-02-25,50.42,41.6,8.82,P06,App到家,2,71,52
O002728,E0034053,C4541,S016,29,2023-02-25,12.76,7.34,5.42,P03,门店自提,1,14,16
O002729,E0034069,C2626,S031,4,2023-02-25,57.07,38.5,18.57,P03,小程序到家,1,12,10
O002730,E0034071,C6685,S085,13,2023-02-25,25.22,13.39,11.83,P01,门店自提,2,64,46
O002731,E0034134,C6048,S094,26,2023-02-26,18.98,11.77,7.21,P01,App到家,1,13,14
O002732,E0034137,B3114,S062,9,2023-02-26,95.07,55.62,39.45,P04,第三方外卖,3,12,18
O002733,E0034173,C8446,S088,31,2023-02-26,16.61,9.63,6.98,P01,门店自提,1,27,19
O002734,E0034177,B1416,S001,7,2023-02-26,9.9,4.54,5.36,P03,门店自提,1,16,10
O002735,E0034206,C7586,S031,39,2023-02-26,57.77,38.5,19.27,P03,门店自提,1,20,12
O002736,E0034210,C2848,S024,36,2023-02-26,18.86,11.66,7.2,P04,小程序到家,1,23,20
O002737,E0034222,C9758,S042,12,2023-02-26,15.27,8.93,6.34,P04,App到家,1,25,18
O002738,E0034234,B0725,S066,6,2023-02-26,9.9,2.78,7.12,P02,App到家,1,23,19
O002739,E0034245,C9525,S083,30,2023-02-26,9.9,5.2,4.7,P02,App到家,1,21,12
O002740,E0034262,C8039,S022,28,2023-02-26,45.45,30.24,15.21,P01,门店堂食,1,14,14
O002741,E0034271,B2880,S075,9,2023-02-26,35.38,22.55,12.83,P01,小程序到家,1,20,11
